sku,nombre,categoria,stock_actual,stock_minimo,unidades_faltantes,valor_inventario
SKU46307,Ultrabook Acer,Electronica,10,25,15,215783.90
SKU46387,Laptop Dell,Electronica,0,15,15,0.00
SKU46398,Bocina Logitech,Audio,0,15,15,0.00
SKU46472,Audifonos Gaming Logitech,Audio,10,25,15,9347.50
SKU46755,Monitor Gaming Gigabyte,Electronica,0,15,15,0.00
SKU46802,Ultrabook MSI,Electronica,10,25,15,119199.80
SKU46838,Audifonos Bluetooth Acer,Audio,10,25,15,25480.40
SKU46929,Teclado Mecanico Samsung,Accesorios,15,30,15,11254.80
SKU46958,Bocina Bluetooth Apple,Audio,5,20,15,11453.90
SKU46988,MacBook Epson,Electronica,10,25,15,161212.20
SKU46993,MicroSD Asus,Almacenamiento,5,20,15,574.10
SKU47164,Stylus Anker,Accesorios,5,20,15,2088.60
SKU47251,Touchpad Kingston,Accesorios,0,15,15,0.00
SKU47319,Notebook Canon,Electronica,35,50,15,334666.85
SKU47468,Bocina Acer,Audio,15,30,15,15564.00
SKU47498,Pantalla Portatil Logitech,Electronica,35,50,15,277991.70
SKU47499,Teclado Mecanico LG,Accesorios,15,30,15,33030.60
SKU47628,Monitor Gaming TP-Link,Electronica,35,50,15,708483.30
SKU47810,SSD Xiaomi,Almacenamiento,0,15,15,0.00
SKU47835,Notebook Apple,Electronica,15,30,15,169206.45
SKU47855,Teclado Xiaomi,Accesorios,0,15,15,0.00
SKU48017,RAM BenQ,Componentes,10,25,15,22722.10
SKU48077,Teclado Gaming Apple,Accesorios,35,50,15,103090.05
SKU48092,Audifonos Gaming Corsair,Audio,0,15,15,0.00
SKU48128,Monitor Gaming MSI,Electronica,0,15,15,0.00
SKU48301,RAM Canon,Componentes,15,30,15,16650.30
SKU48379,Procesador HyperX,Componentes,0,15,15,0.00
SKU48448,HDD Externo HP,Almacenamiento,0,15,15,0.00
SKU48493,HDD Xiaomi,Almacenamiento,35,50,15,50643.60
SKU48500,Procesador MSI,Componentes,0,15,15,0.00
SKU48543,Pantalla Portatil Logitech,Electronica,0,15,15,0.00
SKU48740,Monitor Gaming BenQ,Electronica,15,30,15,227264.40
SKU48835,Bocina Bluetooth Razer,Audio,0,15,15,0.00
SKU48842,Stylus HP,Accesorios,5,20,15,3762.60
SKU48848,MicroSD Acer,Almacenamiento,15,30,15,10965.45
SKU49041,Procesador Logitech,Componentes,15,30,15,70223.85
SKU49176,RAM HyperX,Componentes,0,15,15,0.00
SKU49229,SSD SanDisk,Almacenamiento,5,20,15,11403.70
SKU49318,Monitor Curvo BenQ,Electronica,35,50,15,261785.65
SKU49392,Impresora,Impresion,0,15,15,0.00
SKU49520,Tablet,Electronica,35,50,15,533640.10
SKU49572,Mouse Acer,Accesorios,10,25,15,2767.70
SKU49624,Tarjeta Video Logitech,Componentes,5,20,15,90129.00
SKU49958,SSD Externo Sony,Almacenamiento,15,30,15,68320.35
SKU50389,Monitor Curvo Canon,Electronica,5,20,15,39667.35
SKU50432,Audifonos Bluetooth Acer,Audio,0,15,15,0.00
SKU50504,Microfono Acer,Audio,10,25,15,10793.20
SKU50513,NAS Gigabyte,Almacenamiento,5,20,15,82401.75
SKU50556,Teclado Mecanico Seagate,Accesorios,5,20,15,9136.20
SKU50592,Mouse HP,Accesorios,0,15,15,0.00
SKU50633,Tarjeta Video WD,Componentes,10,25,15,34639.40
SKU50879,Teclado MSI,Accesorios,0,15,15,0.00
SKU50947,USB Drive Samsung,Almacenamiento,0,15,15,0.00
SKU50969,RAM Apple,Componentes,15,30,15,32806.35
SKU51001,Microfono USB Corsair,Audio,10,25,15,16587.50
SKU51136,MacBook MSI,Electronica,35,50,15,1051138.90
SKU51331,MicroSD Corsair,Almacenamiento,10,25,15,8323.80
SKU51688,Powerbank,Accesorios,15,30,15,23960.10
SKU51744,HDD Externo Sony,Almacenamiento,10,25,15,13656.50
SKU51759,Bocina SanDisk,Audio,5,20,15,6075.10
SKU51914,Procesador Xiaomi,Componentes,10,25,15,162646.30
SKU51938,Bocina Bluetooth Kingston,Audio,5,20,15,17801.25
SKU52021,Microfono USB MSI,Audio,10,25,15,15891.80
SKU52197,Touchpad MSI,Accesorios,0,15,15,0.00
SKU52244,Pantalla Portatil TP-Link,Electronica,15,30,15,74732.25
SKU52530,Monitor Curvo HyperX,Electronica,15,30,15,110234.40
SKU52581,Audifonos MSI,Audio,10,25,15,6884.10
SKU52735,Mouse BenQ,Accesorios,0,15,15,0.00
SKU52762,MicroSD Kingston,Almacenamiento,15,30,15,2150.25
SKU52780,RAM,Componentes,35,50,15,62243.30
SKU52970,Procesador TP-Link,Componentes,5,20,15,27471.20
SKU52977,MicroSD HP,Almacenamiento,15,30,15,7856.25
SKU53072,SSD Externo Kingston,Almacenamiento,35,50,15,156761.85
SKU53077,Monitor 4K Xiaomi,Electronica,5,20,15,55885.70
SKU53206,SSD Gigabyte,Almacenamiento,15,30,15,18180.90
SKU53223,Tarjeta Video LG,Componentes,10,25,15,98050.70
SKU53246,Teclado Gaming Kingston,Accesorios,5,20,15,15016.00
SKU53411,Mouse Gaming,Accesorios,10,25,15,10224.10
SKU53568,USB Drive Razer,Almacenamiento,10,25,15,1005.30
SKU53578,SSD Externo Asus,Almacenamiento,5,20,15,26437.15
SKU53645,Barra Sonido Canon,Audio,0,15,15,0.00
SKU53679,Teclado WD,Accesorios,0,15,15,0.00
SKU53784,Stylus Xiaomi,Accesorios,15,30,15,28993.50
SKU53797,Touchpad Anker,Accesorios,5,20,15,5955.70
SKU53803,HDD Externo Razer,Almacenamiento,5,20,15,6596.05
SKU54069,Microfono Lenovo,Audio,15,30,15,15618.30
SKU54128,NAS Apple,Almacenamiento,0,15,15,0.00
SKU54323,MacBook WD,Electronica,0,15,15,0.00
SKU54396,SSD Razer,Almacenamiento,10,25,15,22342.30
SKU54484,Cable USB C,Cables,10,25,15,3743.40
SKU54493,Mouse Ergonomico,Accesorios,0,15,15,0.00
SKU54525,Cargador,Accesorios,0,15,15,0.00
SKU54534,RAM Seagate,Componentes,15,30,15,11154.15
SKU54648,Tarjeta Video LG,Componentes,15,30,15,304095.75
SKU54756,SSD HyperX,Almacenamiento,15,30,15,43050.45
SKU54870,Mouse Ergonomico WD,Accesorios,15,30,15,17723.55
SKU54915,Teclado Seagate,Accesorios,10,25,15,11899.40
SKU55027,Mouse Ergonomico Asus,Accesorios,5,20,15,2656.65
SKU55076,SSD BenQ,Almacenamiento,35,50,15,38351.60
SKU55168,Audifonos Canon,Audio,35,50,15,18105.50
SKU55188,Monitor Gaming WD,Electronica,5,20,15,47175.25
SKU55268,Cable HDMI,Cables,0,15,15,0.00
SKU55335,Monitor Gaming SanDisk,Electronica,5,20,15,95284.15
SKU55414,USB Drive Logitech,Almacenamiento,0,15,15,0.00
SKU55566,Procesador Lenovo,Componentes,5,20,15,23903.55
SKU55686,Barra Sonido Sony,Audio,5,20,15,21035.85
SKU55706,Audifonos Bluetooth Razer,Audio,5,20,15,2598.00
SKU55939,Pantalla Portatil Dell,Electronica,10,25,15,66761.20
SKU55970,Microfono USB Acer,Audio,15,30,15,8487.90
SKU56113,Mouse Gaming Samsung,Accesorios,15,30,15,18486.15
SKU56257,Cargador,Accesorios,5,20,15,1999.15
SKU56479,Docking Station,Cables,5,20,15,17493.15
SKU56627,USB Drive MSI,Almacenamiento,0,15,15,0.00
SKU56718,USB Drive Apple,Almacenamiento,0,15,15,0.00
SKU56822,Router,Redes,10,25,15,9294.70
SKU56999,Mouse Ergonomico Xiaomi,Accesorios,0,15,15,0.00
SKU57042,Mouse TP-Link,Accesorios,0,15,15,0.00
SKU57205,Monitor Xiaomi,Electronica,0,15,15,0.00
SKU57211,Audifonos Gaming Xiaomi,Audio,0,15,15,0.00
SKU57256,Laptop MSI,Electronica,10,25,15,159425.80
SKU57375,Mouse Ergonomico HyperX,Accesorios,0,15,15,0.00
SKU57504,Audifonos Corsair,Audio,10,25,15,6814.10
SKU57693,Mouse Corsair,Accesorios,5,20,15,2092.10
SKU57697,Bocina Bluetooth TP-Link,Audio,0,15,15,0.00
SKU57836,Monitor 4K Dell,Electronica,5,20,15,55845.50
SKU57848,Audifonos Gaming HP,Audio,15,30,15,34120.50
SKU58053,HDD Epson,Almacenamiento,10,25,15,6035.70
SKU58249,Mouse SanDisk,Accesorios,35,50,15,18495.75
SKU58416,Notebook Razer,Electronica,0,15,15,0.00
SKU58509,Mouse Gaming Acer,Accesorios,0,15,15,0.00
SKU58531,HDD Externo Apple,Almacenamiento,10,25,15,24721.00
SKU58566,MicroSD MSI,Almacenamiento,10,25,15,5037.10
SKU58580,Hub USB,Cables,35,50,15,22409.80
SKU58615,Microfono USB Epson,Audio,0,15,15,0.00
SKU58784,Lampara Escritorio,Accesorios,0,15,15,0.00
SKU58853,SSD Externo Razer,Almacenamiento,5,20,15,14785.40
SKU59026,Bocina Razer,Audio,0,15,15,0.00
SKU59061,Audifonos Logitech,Audio,15,30,15,4587.30
SKU59105,Volante Gaming,Gaming,0,15,15,0.00
SKU59192,Cartucho Tinta,Impresion,0,15,15,0.00
SKU59219,Teclado Anker,Accesorios,10,25,15,15584.60
SKU59232,HDD LG,Almacenamiento,0,15,15,0.00
SKU59236,Monitor Apple,Electronica,0,15,15,0.00
SKU59241,NAS LG,Almacenamiento,35,50,15,486655.75
SKU59280,Stylus MSI,Accesorios,0,15,15,0.00
SKU59386,USB Drive Xiaomi,Almacenamiento,10,25,15,1093.80
SKU59400,Audifonos Bluetooth Dell,Audio,15,30,15,27742.20
SKU59530,Monitor Gaming Lenovo,Electronica,0,15,15,0.00
SKU59831,Mouse BenQ,Accesorios,5,20,15,719.05
SKU59905,Webcam HD,Video,35,50,15,21168.35
SKU60117,Teclado Anker,Accesorios,5,20,15,5603.70
SKU60142,Barra Sonido HP,Audio,35,50,15,125672.75
SKU60232,Microfono USB Dell,Audio,5,20,15,9159.45
SKU60317,Audifonos Gaming HyperX,Audio,0,15,15,0.00
SKU60323,Monitor MSI,Electronica,10,25,15,72511.40
SKU60337,Microfono USB Xiaomi,Audio,10,25,15,13985.80
SKU60409,Bocina Logitech,Audio,35,50,15,19520.55
SKU60438,HDD Externo SanDisk,Almacenamiento,5,20,15,18774.35
SKU60522,Mouse Ergonomico Lenovo,Accesorios,5,20,15,3227.00
SKU60598,Barra Sonido Sony,Audio,0,15,15,0.00
SKU60612,Pantalla Portatil SanDisk,Electronica,5,20,15,16824.75
SKU60630,Microfono Dell,Audio,5,20,15,3951.05
SKU60665,SSD Externo HP,Almacenamiento,15,30,15,35205.15
SKU60680,Teclado BenQ,Accesorios,5,20,15,7313.75
SKU60683,Touchpad SanDisk,Accesorios,0,15,15,0.00
SKU60833,SSD LG,Almacenamiento,0,15,15,0.00
SKU61001,Touchpad Acer,Accesorios,0,15,15,0.00
SKU61098,Barra Sonido Gigabyte,Audio,10,25,15,46452.60
SKU61232,Mouse Gaming HP,Accesorios,5,20,15,9146.95
SKU61236,Teclado Apple,Accesorios,0,15,15,0.00
SKU61323,Notebook Lenovo,Electronica,35,50,15,608388.90
SKU61392,Monitor Curvo Acer,Electronica,0,15,15,0.00
SKU61428,Stylus Logitech,Accesorios,0,15,15,0.00
SKU61479,Monitor 4K TP-Link,Electronica,0,15,15,0.00
SKU61639,Monitor Dell,Electronica,0,15,15,0.00
SKU61657,Monitor Gaming Xiaomi,Electronica,15,30,15,196095.45
SKU61665,Monitor Curvo Canon,Electronica,35,50,15,344090.60
SKU61673,Fuente Poder Corsair,Componentes,5,20,15,8476.30
SKU61692,Bocina HP,Audio,0,15,15,0.00
SKU61722,Teclado Gaming Sony,Accesorios,5,20,15,18965.50
SKU61725,Audifonos Apple,Audio,0,15,15,0.00
SKU61745,Bocina TP-Link,Audio,0,15,15,0.00
SKU61750,Teclado Gaming MSI,Accesorios,0,15,15,0.00
SKU61755,Bocina Bluetooth BenQ,Audio,0,15,15,0.00
SKU61798,Mouse Ergonomico,Accesorios,5,20,15,3503.30
SKU61970,Mouse Gaming Anker,Accesorios,15,30,15,15433.35
SKU61995,Mouse Ergonomico Lenovo,Accesorios,5,20,15,1638.50
SKU62038,Microfono Apple,Audio,5,20,15,9231.75
SKU62070,MicroSD SanDisk,Almacenamiento,35,50,15,8665.65
SKU62090,Procesador SanDisk,Componentes,10,25,15,60215.50
SKU62291,Microfono Canon,Audio,0,15,15,0.00
SKU62639,Barra Sonido HP,Audio,5,20,15,20077.75
SKU62685,Monitor Curvo SanDisk,Electronica,10,25,15,95677.00
SKU62806,Teclado Gaming Asus,Accesorios,0,15,15,0.00
SKU62847,Teclado Gaming Kingston,Accesorios,15,30,15,49565.10
SKU62926,Audifonos Bluetooth Logitech,Audio,5,20,15,5877.95
SKU63010,Audifonos Bluetooth Samsung,Audio,5,20,15,3671.95
SKU63133,Tarjeta Video Corsair,Componentes,5,20,15,114369.75
SKU63261,HDD Externo,Almacenamiento,10,25,15,25408.90
SKU63297,Teclado Gaming Samsung,Accesorios,15,30,15,40330.50
SKU63300,Monitor Sony,Electronica,0,15,15,0.00
SKU63393,Audifonos Kingston,Audio,35,50,15,18366.60
SKU63542,Audifonos Gaming Anker,Audio,10,25,15,20792.10
SKU63579,RAM,Componentes,0,15,15,0.00
SKU63610,Notebook Canon,Electronica,0,15,15,0.00
SKU63673,Microfono Kingston,Audio,5,20,15,8746.90
SKU63951,Touchpad Sony,Accesorios,5,20,15,4812.25
SKU64120,Mouse Ergonomico Canon,Accesorios,10,25,15,8031.70
SKU64134,SSD Anker,Almacenamiento,0,15,15,0.00
SKU64204,Touchpad TP-Link,Accesorios,0,15,15,0.00
SKU64479,USB Drive Logitech,Almacenamiento,10,25,15,1447.60
SKU64557,Tarjeta Video Corsair,Componentes,15,30,15,237368.55
SKU64562,Mouse HP,Accesorios,0,15,15,0.00
SKU64565,Monitor 4K Kingston,Electronica,0,15,15,0.00
SKU64578,Teclado Canon,Accesorios,0,15,15,0.00
SKU64657,Ultrabook Apple,Electronica,15,30,15,266957.25
SKU64705,Teclado Gaming HyperX,Accesorios,0,15,15,0.00
SKU64730,RAM Acer,Componentes,0,15,15,0.00
SKU64924,RAM Seagate,Componentes,10,25,15,21327.20
SKU64989,Monitor 4K Apple,Electronica,0,15,15,0.00
SKU65092,Monitor Gaming LG,Electronica,10,25,15,181578.60
SKU65325,HDD Externo Logitech,Almacenamiento,0,15,15,0.00
SKU65467,RAM BenQ,Componentes,10,25,15,20682.10
SKU65505,Bocina Bluetooth Anker,Audio,10,25,15,14243.80
SKU65529,MacBook Apple,Electronica,5,20,15,109028.15
SKU65537,Cable USB C,Cables,0,15,15,0.00
SKU65652,Impresora,Impresion,5,20,15,14312.05
SKU65700,Microfono Gigabyte,Audio,5,20,15,9376.60
SKU65891,NAS MSI,Almacenamiento,10,25,15,50965.50
SKU65900,Monitor Curvo TP-Link,Electronica,0,15,15,0.00
SKU65960,Chromebook WD,Electronica,10,25,15,48088.70
SKU66014,MicroSD Kingston,Almacenamiento,10,25,15,3595.70
SKU66016,Bocina Bluetooth Sony,Audio,0,15,15,0.00
SKU66074,MacBook BenQ,Electronica,15,30,15,449733.00
SKU66122,Audifonos BenQ,Audio,5,20,15,2411.85
SKU66131,Audifonos Gigabyte,Audio,5,20,15,3335.40
SKU66246,Laptop Lenovo,Electronica,35,50,15,1083345.90
SKU66479,USB Drive,Almacenamiento,5,20,15,1564.10
SKU66607,Monitor 4K Kingston,Electronica,15,30,15,166684.50
SKU66666,HDD LG,Almacenamiento,5,20,15,3332.30
SKU66877,Fuente Poder BenQ,Componentes,0,15,15,0.00
SKU66999,Audifonos Gaming TP-Link,Audio,15,30,15,37040.25
SKU67053,RAM Seagate,Componentes,0,15,15,0.00
SKU67146,Stylus Samsung,Accesorios,5,20,15,2827.15
SKU67239,Teclado Lenovo,Accesorios,10,25,15,6159.10
SKU67318,NAS Acer,Almacenamiento,5,20,15,76296.25
SKU67370,Mouse Gaming Seagate,Accesorios,0,15,15,0.00
SKU67513,Mouse Gaming TP-Link,Accesorios,5,20,15,7291.55
SKU67606,Bocina Bluetooth Canon,Audio,0,15,15,0.00
SKU67619,Pantalla Portatil Lenovo,Electronica,5,20,15,36951.50
SKU67643,MicroSD Kingston,Almacenamiento,35,50,15,13281.45
SKU67687,RAM Dell,Componentes,0,15,15,0.00
SKU67726,Fuente Poder Canon,Componentes,10,25,15,26455.50
SKU67813,Audifonos HP,Audio,5,20,15,3900.05
SKU68013,Monitor 4K MSI,Electronica,15,30,15,247283.70
SKU68022,Microfono MSI,Audio,10,25,15,8212.20
SKU68048,Monitor Gaming Acer,Electronica,35,50,15,635658.10
SKU68145,Bocina Bluetooth,Audio,15,30,15,27470.70
SKU68166,Barra Sonido Apple,Audio,15,30,15,99764.10
SKU68225,HDD HP,Almacenamiento,15,30,15,17865.75
SKU68516,Microfono USB Seagate,Audio,15,30,15,34748.55
SKU68594,Switch Red,Redes,5,20,15,11696.75
SKU68624,Audifonos Bluetooth Xiaomi,Audio,0,15,15,0.00
SKU68653,Touchpad Asus,Accesorios,0,15,15,0.00
SKU68668,Teclado BenQ,Accesorios,5,20,15,5666.30
SKU68747,Tarjeta Video LG,Componentes,5,20,15,90578.65
SKU68761,Mouse Gaming SanDisk,Accesorios,0,15,15,0.00
SKU68870,Audifonos Bluetooth Acer,Audio,0,15,15,0.00
SKU68879,Touchpad Asus,Accesorios,0,15,15,0.00
SKU69063,Chromebook Corsair,Electronica,5,20,15,50581.80
SKU69355,Teclado Mecanico Dell,Accesorios,0,15,15,0.00
SKU69489,Teclado Mecanico WD,Accesorios,0,15,15,0.00
SKU69493,HDD Xiaomi,Almacenamiento,0,15,15,0.00
SKU69730,Stylus Asus,Accesorios,35,50,15,24229.80
SKU69740,Barra Sonido HyperX,Audio,5,20,15,17235.55
SKU69823,Teclado Epson,Accesorios,0,15,15,0.00
SKU69874,Mouse Seagate,Accesorios,10,25,15,3838.30
SKU69901,Audifonos Bluetooth BenQ,Audio,0,15,15,0.00
SKU70056,USB Drive Apple,Almacenamiento,5,20,15,687.65
SKU70156,Teclado Sony,Accesorios,15,30,15,8887.05
SKU70171,MacBook Gigabyte,Electronica,15,30,15,311703.75
SKU70185,SSD Externo HyperX,Almacenamiento,10,25,15,39049.50
SKU70207,Powerbank,Accesorios,0,15,15,0.00
SKU70226,Audifonos Asus,Audio,10,25,15,1987.10
SKU70235,HDD Externo MSI,Almacenamiento,15,30,15,37818.45
SKU70287,Touchpad Gigabyte,Accesorios,10,25,15,7574.30
SKU70468,Barra Sonido Asus,Audio,0,15,15,0.00
SKU70539,Mouse Ergonomico WD,Accesorios,10,25,15,10887.40
SKU70582,HDD Externo Kingston,Almacenamiento,15,30,15,21682.80
SKU70616,Teclado Mecanico Kingston,Accesorios,35,50,15,64149.05
SKU70653,MicroSD WD,Almacenamiento,5,20,15,2280.50
SKU70915,Tarjeta Video Gigabyte,Componentes,0,15,15,0.00
SKU71375,Mochila Laptop,Accesorios,10,25,15,6288.40
SKU71396,Monitor 4K Apple,Electronica,5,20,15,110127.35
SKU71413,Monitor Curvo Asus,Electronica,10,25,15,119742.70
SKU71415,Audifonos Gaming Seagate,Audio,5,20,15,10591.70
SKU71484,SSD Externo Logitech,Almacenamiento,5,20,15,31368.25
SKU71788,Bocina Bluetooth TP-Link,Audio,5,20,15,9477.25
SKU71839,NAS Acer,Almacenamiento,5,20,15,42025.80
SKU71946,Teclado Gaming Logitech,Accesorios,10,25,15,32975.10
SKU72010,Teclado Mecanico Canon,Accesorios,0,15,15,0.00
SKU72034,Ultrabook SanDisk,Electronica,5,20,15,62424.45
SKU72109,MicroSD Seagate,Almacenamiento,5,20,15,2032.95
SKU72146,Audifonos Bluetooth Kingston,Audio,0,15,15,0.00
SKU72169,Barra Sonido MSI,Audio,10,25,15,27793.10
SKU72246,Laptop HP,Electronica,35,50,15,588304.85
SKU72350,Mouse Ergonomico Seagate,Accesorios,10,25,15,8021.30
SKU72421,HDD Externo SanDisk,Almacenamiento,35,50,15,142403.80
SKU72631,HDD Dell,Almacenamiento,0,15,15,0.00
SKU72735,MacBook TP-Link,Electronica,5,20,15,239127.50
SKU73057,HDD Externo WD,Almacenamiento,0,15,15,0.00
SKU73062,Mouse Ergonomico Asus,Accesorios,10,25,15,4531.60
SKU73116,Teclado Logitech,Accesorios,15,30,15,22230.75
SKU73118,Monitor TP-Link,Electronica,5,20,15,48778.15
SKU73123,NAS TP-Link,Almacenamiento,15,30,15,245047.05
SKU73192,SSD Externo Logitech,Almacenamiento,35,50,15,124018.65
SKU73265,Laptop Epson,Electronica,35,50,15,615424.25
SKU73342,Audifonos Bluetooth MSI,Audio,0,15,15,0.00
SKU73392,Audifonos Bluetooth WD,Audio,35,50,15,68344.15
SKU73442,Barra Sonido Dell,Audio,5,20,15,12071.30
SKU73502,Licencia Office,Software,5,20,15,7982.05
SKU73525,Audifonos Anker,Audio,5,20,15,944.35
SKU73591,Barra Sonido HyperX,Audio,10,25,15,39435.70
SKU73648,Monitor Gaming Apple,Electronica,10,25,15,158746.70
SKU73653,NAS Epson,Almacenamiento,15,30,15,167008.65
SKU73695,Audifonos Gaming Anker,Audio,0,15,15,0.00
SKU73758,RAM Lenovo,Componentes,5,20,15,9384.65
SKU73894,Bocina Bluetooth TP-Link,Audio,10,25,15,29083.70
SKU73966,Monitor Curvo SanDisk,Electronica,35,50,15,437937.85
SKU74051,Monitor 4K,Electronica,10,25,15,274637.70
SKU74070,Microfono USB Asus,Audio,10,25,15,11672.30
SKU74111,SSD Externo Seagate,Almacenamiento,0,15,15,0.00
SKU74129,Stylus MSI,Accesorios,5,20,15,12660.85
SKU74156,Audifonos BenQ,Audio,0,15,15,0.00
SKU74206,Barra Sonido LG,Audio,0,15,15,0.00
SKU74237,USB Drive Sony,Almacenamiento,15,30,15,4495.20
SKU74301,Monitor 4K Dell,Electronica,0,15,15,0.00
SKU74346,Touchpad Canon,Accesorios,0,15,15,0.00
SKU74864,Monitor Xiaomi,Electronica,15,30,15,143949.45
SKU74933,Microfono Xiaomi,Audio,0,15,15,0.00
SKU74981,HDD MSI,Almacenamiento,0,15,15,0.00
SKU75062,Microfono Kingston,Audio,15,30,15,17395.80
SKU75171,Stylus LG,Accesorios,15,30,15,9422.85
SKU75186,NAS Samsung,Almacenamiento,5,20,15,81476.15
SKU75247,Chromebook SanDisk,Electronica,0,15,15,0.00
SKU75270,HDD MSI,Almacenamiento,0,15,15,0.00
SKU75411,Audifonos Bluetooth Acer,Audio,0,15,15,0.00
SKU75578,Chromebook Epson,Electronica,5,20,15,63616.50
SKU75584,Touchpad LG,Accesorios,10,25,15,22050.60
SKU75602,Laptop WD,Electronica,5,20,15,68862.55
SKU75636,Procesador Seagate,Componentes,0,15,15,0.00
SKU75694,Audifonos Bluetooth BenQ,Audio,0,15,15,0.00
SKU75724,RAM BenQ,Componentes,10,25,15,18369.40
SKU75788,MacBook HP,Electronica,0,15,15,0.00
SKU75838,SSD Sony,Almacenamiento,15,30,15,21888.15
SKU75964,HDD Externo WD,Almacenamiento,10,25,15,29372.90
SKU75977,Bocina Epson,Audio,5,20,15,5510.35
SKU76072,Audifonos Bluetooth Corsair,Audio,10,25,15,9189.20
SKU76083,SSD Externo Sony,Almacenamiento,15,30,15,64624.50
SKU76256,Audifonos Bluetooth Canon,Audio,0,15,15,0.00
SKU76356,Teclado Gaming Seagate,Accesorios,0,15,15,0.00
SKU76428,Microfono Epson,Audio,0,15,15,0.00
SKU76441,Stylus Asus,Accesorios,0,15,15,0.00
SKU76445,Mouse Dell,Accesorios,15,30,15,6711.45
SKU76729,USB Drive LG,Almacenamiento,5,20,15,1472.10
SKU76761,Monitor Curvo Dell,Electronica,0,15,15,0.00
SKU76852,Mouse Gaming Anker,Accesorios,15,30,15,29229.15
SKU76877,Teclado BenQ,Accesorios,15,30,15,10257.90
SKU76928,USB Drive WD,Almacenamiento,0,15,15,0.00
SKU77282,MicroSD Logitech,Almacenamiento,15,30,15,8983.35
SKU77381,Monitor 4K Anker,Electronica,35,50,15,420724.85
SKU77403,Touchpad Apple,Accesorios,10,25,15,8232.20
SKU77412,Audifonos Dell,Audio,5,20,15,2334.85
SKU77573,USB Drive WD,Almacenamiento,0,15,15,0.00
SKU77671,Mouse Ergonomico Dell,Accesorios,10,25,15,3384.10
SKU77816,Monitor Gaming Lenovo,Electronica,15,30,15,140142.15
SKU77994,Tarjeta Video Dell,Componentes,15,30,15,57090.75
SKU78044,Teclado Gaming Canon,Accesorios,5,20,15,16642.80
SKU78078,Stylus Samsung,Accesorios,5,20,15,2506.20
SKU78357,USB Drive Epson,Almacenamiento,0,15,15,0.00
SKU78395,Notebook HP,Electronica,10,25,15,128140.60
SKU78428,Cable DisplayPort,Cables,5,20,15,1865.65
SKU78504,HDD Externo LG,Almacenamiento,15,30,15,27131.55
SKU78544,Monitor BenQ,Electronica,5,20,15,32359.95
SKU78682,Microfono Epson,Audio,0,15,15,0.00
SKU78924,Ultrabook SanDisk,Electronica,10,25,15,153524.70
SKU78989,Regulador,Energia,5,20,15,4023.60
SKU79108,Chromebook MSI,Electronica,35,50,15,480534.60
SKU79140,Bocina SanDisk,Audio,10,25,15,10971.40
SKU79258,Audifonos Razer,Audio,10,25,15,5380.80
SKU79370,Laptop Canon,Electronica,0,15,15,0.00
SKU79432,USB Drive WD,Almacenamiento,10,25,15,2450.50
SKU79489,Chromebook Razer,Electronica,15,30,15,181388.25
SKU79545,Pantalla Portatil MSI,Electronica,0,15,15,0.00
SKU79553,NAS BenQ,Almacenamiento,0,15,15,0.00
SKU79575,Teclado Mecanico Razer,Accesorios,5,20,15,12681.60
SKU79623,Microfono Acer,Audio,0,15,15,0.00
SKU79679,Microfono USB Anker,Audio,10,25,15,15559.10
SKU79680,Tarjeta Video Epson,Componentes,5,20,15,17262.35
SKU79686,Audifonos Gaming WD,Audio,10,25,15,15835.50
SKU79827,Bocina Bluetooth MSI,Audio,10,25,15,6159.30
SKU79957,Monitor WD,Electronica,5,20,15,21054.35
SKU79986,Barra Sonido HP,Audio,35,50,15,132527.85
SKU80092,Barra Sonido SanDisk,Audio,15,30,15,62742.60
SKU80166,Touchpad Logitech,Accesorios,10,25,15,10724.90
SKU80391,Bocina Seagate,Audio,5,20,15,5904.90
SKU80403,Audifonos Gaming Sony,Audio,0,15,15,0.00
SKU80414,Mouse Gaming LG,Accesorios,15,30,15,18475.35
SKU80428,Control Gaming,Gaming,0,15,15,0.00
SKU80483,Monitor Gaming Anker,Electronica,5,20,15,112069.95
SKU80730,Stylus HP,Accesorios,0,15,15,0.00
SKU80737,SSD Externo Dell,Almacenamiento,0,15,15,0.00
SKU80901,Audifonos Bluetooth Seagate,Audio,10,25,15,13929.50
SKU81041,Teclado Mecanico Logitech,Accesorios,35,50,15,31370.50
SKU81241,Teclado Gaming Logitech,Accesorios,15,30,15,30262.80
SKU81263,Touchpad Apple,Accesorios,0,15,15,0.00
SKU81472,MacBook HP,Electronica,0,15,15,0.00
SKU81498,Teclado Gaming Anker,Accesorios,10,25,15,17999.30
SKU81506,MacBook SanDisk,Electronica,35,50,15,1264358.20
SKU81543,Ultrabook Anker,Electronica,0,15,15,0.00
SKU81660,Pantalla Portatil Anker,Electronica,0,15,15,0.00
SKU81803,Microfono USB Seagate,Audio,0,15,15,0.00
SKU81827,MacBook Seagate,Electronica,10,25,15,288071.30
SKU82161,Audifonos Bluetooth Kingston,Audio,10,25,15,15830.60
SKU82276,Bocina Anker,Audio,10,25,15,14896.20
SKU82301,Pantalla Portatil Canon,Electronica,0,15,15,0.00
SKU82350,Ultrabook Razer,Electronica,5,20,15,86847.30
SKU82478,Microfono SanDisk,Audio,10,25,15,11305.50
SKU82525,Barra Sonido MSI,Audio,0,15,15,0.00
